商品编码,商品名称,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
870240,仅装有驱动电动机的车辆,116,日本,31,上海市,"5,134,609"
870240,仅装有驱动电动机的车辆,410,巴西,31,上海市,"1,254,982"
870240,仅装有驱动电动机的车辆,444,乌拉圭,31,上海市,"1,218,080"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,138,阿联酋,31,上海市,"13,970,910"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,145,哈萨克斯坦,31,上海市,"416,166"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,146,吉尔吉斯斯坦,31,上海市,"859,820"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,152,阿塞拜疆(2023年起),31,上海市,"14,214,085"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,344,俄罗斯,31,上海市,"236,436"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,350,斯洛文尼亚,31,上海市,"896,940"
870340,同时装有点燃式活塞内燃发动机及驱动电动机的其他车辆，可通过接插外部电源进行充电的除外,502,美国,31,上海市,"2,435,527"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,102,巴林,31,上海市,"292,877"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,117,约旦,31,上海市,"30,528,764"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,118,科威特,31,上海市,"436,979"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,120,黎巴嫩,31,上海市,"729,856"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,126,阿曼,31,上海市,"728,689"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,136,泰国,31,上海市,"3,360,768"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,137,土耳其,31,上海市,"16,875,045"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,138,阿联酋,31,上海市,"7,820,435"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,145,哈萨克斯坦,31,上海市,"2,512,548"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,146,吉尔吉斯斯坦,31,上海市,"12,919,599"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,149,乌兹别克斯坦,31,上海市,"2,074,260"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,152,阿塞拜疆(2023年起),31,上海市,"1,094,753"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,231,毛里求斯,31,上海市,"2,460,785"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,232,摩洛哥,31,上海市,"5,516,530"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,249,突尼斯,31,上海市,"7,892,541"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,301,比利时,31,上海市,"141,758,833"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,303,英国,31,上海市,"187,927,381"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,304,德国,31,上海市,"1,905,658"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,305,法国,31,上海市,"3,789,725"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,307,意大利,31,上海市,"71,733,744"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,310,希腊,31,上海市,"22,093,499"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,312,西班牙,31,上海市,"311,542,058"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,330,瑞典,31,上海市,"89,930"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,340,白俄罗斯,31,上海市,"2,163,885"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,344,俄罗斯,31,上海市,"287,900"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,350,斯洛文尼亚,31,上海市,"14,674,878"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,429,墨西哥,31,上海市,"117,309,649"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,442,特立尼达和多巴哥,31,上海市,"23,758,780"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,601,澳大利亚,31,上海市,"136,258,682"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,603,斐济,31,上海市,"1,205,680"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,609,新西兰,31,上海市,"4,625,340"
870360,同时装有点燃式活塞内燃发动机及驱动电动机的主要用于载人的其他车辆，可接插外部电源充电,623,法属波利尼西亚,31,上海市,"1,267,115"
870380,仅装有驱动电动机的主要用于载人的机动车,102,巴林,31,上海市,"235,000"
870380,仅装有驱动电动机的主要用于载人的机动车,103,孟加拉国,31,上海市,"405,161"
870380,仅装有驱动电动机的主要用于载人的机动车,106,缅甸,31,上海市,"46,829,833"
870380,仅装有驱动电动机的主要用于载人的机动车,107,柬埔寨,31,上海市,"19,044,181"
870380,仅装有驱动电动机的主要用于载人的机动车,110,中国香港,31,上海市,"1,352,921,347"
870380,仅装有驱动电动机的主要用于载人的机动车,111,印度,31,上海市,"5,265,540"
870380,仅装有驱动电动机的主要用于载人的机动车,112,印度尼西亚,31,上海市,"9,523,409"
870380,仅装有驱动电动机的主要用于载人的机动车,115,以色列,31,上海市,"1,213,590,053"
870380,仅装有驱动电动机的主要用于载人的机动车,116,日本,31,上海市,"770,254,156"
870380,仅装有驱动电动机的主要用于载人的机动车,117,约旦,31,上海市,"188,953,704"
870380,仅装有驱动电动机的主要用于载人的机动车,118,科威特,31,上海市,"469,161"
870380,仅装有驱动电动机的主要用于载人的机动车,119,老挝,31,上海市,"2,023,840"
870380,仅装有驱动电动机的主要用于载人的机动车,120,黎巴嫩,31,上海市,"4,688,595"
870380,仅装有驱动电动机的主要用于载人的机动车,122,马来西亚,31,上海市,"368,566,153"
870380,仅装有驱动电动机的主要用于载人的机动车,124,蒙古,31,上海市,"647,738"
870380,仅装有驱动电动机的主要用于载人的机动车,125,尼泊尔,31,上海市,"89,941,720"
870380,仅装有驱动电动机的主要用于载人的机动车,126,阿曼,31,上海市,"234,161"
870380,仅装有驱动电动机的主要用于载人的机动车,129,菲律宾,31,上海市,"13,286,041"
870380,仅装有驱动电动机的主要用于载人的机动车,130,卡塔尔,31,上海市,"235,000"
870380,仅装有驱动电动机的主要用于载人的机动车,132,新加坡,31,上海市,"126,622,861"
870380,仅装有驱动电动机的主要用于载人的机动车,133,韩国,31,上海市,"7,044,401"
870380,仅装有驱动电动机的主要用于载人的机动车,134,斯里兰卡,31,上海市,"181,498"
870380,仅装有驱动电动机的主要用于载人的机动车,136,泰国,31,上海市,"3,357,369,619"
870380,仅装有驱动电动机的主要用于载人的机动车,137,土耳其,31,上海市,"383,114,577"
870380,仅装有驱动电动机的主要用于载人的机动车,138,阿联酋,31,上海市,"712,655,819"
870380,仅装有驱动电动机的主要用于载人的机动车,141,越南,31,上海市,"162,616"
870380,仅装有驱动电动机的主要用于载人的机动车,143,中国台湾,31,上海市,"781,240"
870380,仅装有驱动电动机的主要用于载人的机动车,145,哈萨克斯坦,31,上海市,"12,512,872"
870380,仅装有驱动电动机的主要用于载人的机动车,146,吉尔吉斯斯坦,31,上海市,"19,364,080"
870380,仅装有驱动电动机的主要用于载人的机动车,147,塔吉克斯坦,31,上海市,"1,151,350"
870380,仅装有驱动电动机的主要用于载人的机动车,149,乌兹别克斯坦,31,上海市,"25,652,134"
870380,仅装有驱动电动机的主要用于载人的机动车,150,格鲁吉亚(2023年起),31,上海市,"1,704,905"
870380,仅装有驱动电动机的主要用于载人的机动车,151,亚美尼亚(2023年起),31,上海市,"4,130,735"
870380,仅装有驱动电动机的主要用于载人的机动车,152,阿塞拜疆(2023年起),31,上海市,"17,400,871"
870380,仅装有驱动电动机的主要用于载人的机动车,214,吉布提,31,上海市,"6,635,433"
870380,仅装有驱动电动机的主要用于载人的机动车,215,埃及,31,上海市,"973,769"
870380,仅装有驱动电动机的主要用于载人的机动车,223,科特迪瓦,31,上海市,"606,183"
870380,仅装有驱动电动机的主要用于载人的机动车,231,毛里求斯,31,上海市,"1,801,590"
870380,仅装有驱动电动机的主要用于载人的机动车,232,摩洛哥,31,上海市,"14,875,543"
870380,仅装有驱动电动机的主要用于载人的机动车,241,塞舌尔,31,上海市,"2,349,360"
870380,仅装有驱动电动机的主要用于载人的机动车,247,坦桑尼亚,31,上海市,"394,033"
870380,仅装有驱动电动机的主要用于载人的机动车,249,突尼斯,31,上海市,"544,447"
870380,仅装有驱动电动机的主要用于载人的机动车,301,比利时,31,上海市,"16,627,112,239"
870380,仅装有驱动电动机的主要用于载人的机动车,303,英国,31,上海市,"15,613,365,236"
870380,仅装有驱动电动机的主要用于载人的机动车,304,德国,31,上海市,"994,414,077"
870380,仅装有驱动电动机的主要用于载人的机动车,305,法国,31,上海市,"86,340,386"
870380,仅装有驱动电动机的主要用于载人的机动车,307,意大利,31,上海市,"578,162,249"
870380,仅装有驱动电动机的主要用于载人的机动车,308,卢森堡,31,上海市,"334,892"
870380,仅装有驱动电动机的主要用于载人的机动车,309,荷兰,31,上海市,"2,308,839,206"
870380,仅装有驱动电动机的主要用于载人的机动车,310,希腊,31,上海市,"25,186,865"
870380,仅装有驱动电动机的主要用于载人的机动车,312,西班牙,31,上海市,"13,257,785,615"
870380,仅装有驱动电动机的主要用于载人的机动车,313,阿尔巴尼亚,31,上海市,"6,652,209"
870380,仅装有驱动电动机的主要用于载人的机动车,315,奥地利,31,上海市,"368,515"
870380,仅装有驱动电动机的主要用于载人的机动车,316,保加利亚,31,上海市,"308,894"
870380,仅装有驱动电动机的主要用于载人的机动车,326,挪威,31,上海市,"241,513,289"
870380,仅装有驱动电动机的主要用于载人的机动车,327,波兰,31,上海市,"16,606,483"
870380,仅装有驱动电动机的主要用于载人的机动车,328,罗马尼亚,31,上海市,"1,530,516"
870380,仅装有驱动电动机的主要用于载人的机动车,330,瑞典,31,上海市,"20,556,707"
870380,仅装有驱动电动机的主要用于载人的机动车,340,白俄罗斯,31,上海市,"10,153,602"
870380,仅装有驱动电动机的主要用于载人的机动车,343,摩尔多瓦,31,上海市,"553,718"
870380,仅装有驱动电动机的主要用于载人的机动车,344,俄罗斯,31,上海市,"6,127,554"
870380,仅装有驱动电动机的主要用于载人的机动车,347,乌克兰,31,上海市,"18,192,495"
870380,仅装有驱动电动机的主要用于载人的机动车,350,斯洛文尼亚,31,上海市,"4,671,905,535"
870380,仅装有驱动电动机的主要用于载人的机动车,403,阿鲁巴,31,上海市,"7,585,225"
870380,仅装有驱动电动机的主要用于载人的机动车,405,巴巴多斯,31,上海市,"10,956,971"
870380,仅装有驱动电动机的主要用于载人的机动车,410,巴西,31,上海市,"428,150"
870380,仅装有驱动电动机的主要用于载人的机动车,412,智利,31,上海市,"35,085,452"
870380,仅装有驱动电动机的主要用于载人的机动车,413,哥伦比亚,31,上海市,"60,229,202"
870380,仅装有驱动电动机的主要用于载人的机动车,415,哥斯达黎加,31,上海市,"139,515,228"
870380,仅装有驱动电动机的主要用于载人的机动车,416,古巴,31,上海市,"20,930"
870380,仅装有驱动电动机的主要用于载人的机动车,417,库拉索,31,上海市,"2,220,045"
870380,仅装有驱动电动机的主要用于载人的机动车,418,多米尼加,31,上海市,"3,336,850"
870380,仅装有驱动电动机的主要用于载人的机动车,419,厄瓜多尔,31,上海市,"27,102,076"
870380,仅装有驱动电动机的主要用于载人的机动车,423,危地马拉,31,上海市,"8,534,987"
870380,仅装有驱动电动机的主要用于载人的机动车,429,墨西哥,31,上海市,"228,290,261"
870380,仅装有驱动电动机的主要用于载人的机动车,432,巴拿马,31,上海市,"6,111,797"
870380,仅装有驱动电动机的主要用于载人的机动车,433,巴拉圭,31,上海市,"474,048"
870380,仅装有驱动电动机的主要用于载人的机动车,434,秘鲁,31,上海市,"989,475"
870380,仅装有驱动电动机的主要用于载人的机动车,435,波多黎各,31,上海市,"3,911,431"
870380,仅装有驱动电动机的主要用于载人的机动车,442,特立尼达和多巴哥,31,上海市,"13,590,503"
870380,仅装有驱动电动机的主要用于载人的机动车,444,乌拉圭,31,上海市,"3,269,817"
870380,仅装有驱动电动机的主要用于载人的机动车,501,加拿大,31,上海市,"5,108,039,762"
870380,仅装有驱动电动机的主要用于载人的机动车,502,美国,31,上海市,"36,353,335"
870380,仅装有驱动电动机的主要用于载人的机动车,504,百慕大,31,上海市,"5,520,174"
870380,仅装有驱动电动机的主要用于载人的机动车,601,澳大利亚,31,上海市,"6,203,352,686"
870380,仅装有驱动电动机的主要用于载人的机动车,607,新喀里多尼亚,31,上海市,"1,080,797"
870380,仅装有驱动电动机的主要用于载人的机动车,609,新西兰,31,上海市,"650,311,839"
870380,仅装有驱动电动机的主要用于载人的机动车,623,法属波利尼西亚,31,上海市,"1,246,135"
